,Date,Price,Date2,delta
49,1557871200000,920.93,2019-05-14,-0.3149896085902437
50,1557957600000,922.46,2019-05-15,0.16613640559000054
51,1558044000000,920.0,2019-05-16,-0.2666782299503567
52,1558130400000,919.42,2019-05-17,-0.06304347826087131
53,1558216800000,920.09,2019-05-18,0.07287202801766757
54,1558303200000,919.75,2019-05-19,-0.036952906780862715
55,1558389600000,920.37,2019-05-20,0.06740962217994806
56,1558476000000,925.43,2019-05-21,0.5497788932711689
57,1558562400000,891.44,2019-05-22,-3.6728871983834455
58,1558648800000,893.54,2019-05-23,0.23557390289867808
59,1558735200000,895.29,2019-05-24,0.195850213756521
60,1558821600000,895.29,2019-05-25,0.0
61,1558908000000,884.32,2019-05-26,-1.2253012990204204
62,1558994400000,883.1,2019-05-27,-0.13795910982450366
63,1559080800000,844.41,2019-05-28,-4.381157286830495
64,1559167200000,829.8,2019-05-29,-1.7302021529825629
65,1559253600000,829.99,2019-05-30,0.02289708363460985
66,1559340000000,834.29,2019-05-31,0.5180785310666236
