,Date,Price,Date2,delta
68,1557871200000,386.66,2019-05-14,-1.352178793754455
69,1557957600000,386.6,2019-05-15,-0.015517508922568979
70,1558044000000,400.11,2019-05-16,3.4945680289705017
71,1558130400000,406.49,2019-05-17,1.59456149558872
72,1558216800000,385.28,2019-05-18,-5.217840537282603
73,1558303200000,385.13,2019-05-19,-0.03893272425248284
74,1558389600000,378.69,2019-05-20,-1.6721626463791495
75,1558476000000,378.44,2019-05-21,-0.06601705880799891
76,1558562400000,379.56,2019-05-22,0.295951802135086
77,1558648800000,391.34,2019-05-23,3.103593634734958
78,1558735200000,389.34,2019-05-24,-0.5110645474523445
79,1558821600000,386.62,2019-05-25,-0.6986181743463216
80,1558908000000,386.74,2019-05-26,0.031038228751745223
81,1558994400000,379.96,2019-05-27,-1.7531157883849735
82,1559080800000,378.52,2019-05-28,-0.378987261817032
83,1559167200000,377.56,2019-05-29,-0.2536193596111125
84,1559253600000,350.83,2019-05-30,-7.07966945651023
85,1559340000000,379.63,2019-05-31,8.209104124504751
