Date,Price
1552086000000,580.18
1552172400000,581.29
1552258800000,582.42
1552345200000,579.07
1552431600000,517.52
1552518000000,573.06
1552604400000,559.08
1552690800000,559.73
1552777200000,559.72
1552863600000,519.04
1552950000000,520.92
1553036400000,555.41
1553122800000,555.21
1553209200000,556.82
1553295600000,552.67
1553382000000,552.67
1553468400000,552.67
1553554800000,553.79
1553641200000,552.13
1553727600000,550.66
1553814000000,548.56
1553900400000,549.39
1553986800000,549.39
1554069600000,549.39
1554156000000,549.44
1554242400000,547.68
1554328800000,437.35
1554415200000,436.42
1554501600000,522.32
1554588000000,522.32
1554674400000,483.02
1554760800000,522.93
1554847200000,540.16
1554933600000,533.5
1555020000000,532.79
1555106400000,535.48
1555192800000,535.48
1555279200000,509.45
1555365600000,509.09
1555452000000,525.67
1555538400000,525.49
1555624800000,528.75
1555711200000,528.75
1555797600000,535.49
1555884000000,535.49
1555970400000,534.36
1556056800000,522.88
1556143200000,521.21
1556229600000,517.21
1556316000000,517.67
1556402400000,517.67
1556488800000,399.67
1556575200000,521.45
1556661600000,521.51
1556748000000,520.88
1556834400000,525.2
1556920800000,537.03
1557007200000,537.03
1557093600000,526.31
1557180000000,526.38
1557266400000,526.14
1557352800000,526.24
1557439200000,527.29
1557525600000,528.07
1557612000000,528.07
1557698400000,526.96
1557784800000,526.67
1557871200000,525.58
1557957600000,452.82
1558044000000,451.56
1558130400000,451.27
1558216800000,451.27
1558303200000,451.1
1558389600000,525.02
1558476000000,524.68
1558562400000,523.26
1558648800000,518.97
1558735200000,519.98
1558821600000,513.26
1558908000000,513.41
1558994400000,503.75
1559080800000,477.89
1559167200000,472.23
1559253600000,472
1559340000000,474.82
1559426400000,435.62
1559512800000,468.06
1559599200000,471.17
1559685600000,471.53
1559772000000,482.73
1559858400000,451.67
1559944800000,454.17
1560031200000,454.23
1560117600000,496.88
1560204000000,496.72
1560290400000,497.32
1560376800000,495.74
1560463200000,495.15
1560549600000,493.27
1560636000000,489.95
1560722400000,490
1560808800000,490
1560895200000,469.09
1560981600000,470.57
1561068000000,473.16
1561154400000,477.48
1561240800000,477.48
1561327200000,476.63
1561413600000,476.63
1561500000000,483.12
1561586400000,454.83
1561672800000,454.64
1561759200000,478.36
1561845600000,443.05
1561932000000,442.07
1562018400000,400.73
1562104800000,398.93
1562191200000,439.25
1562277600000,439.03
