Date,Price
1551999600000,714.65
1552086000000,711.54
1552172400000,711.54
1552258800000,708.79
1552345200000,708.29
1552431600000,706.41
1552518000000,694.82
1552604400000,690.19
1552690800000,690.99
1552777200000,690.99
1552863600000,684.99
1552950000000,681.55
1553036400000,681.56
1553122800000,674.2
1553209200000,679.82
1553295600000,674.74
1553382000000,674.74
1553468400000,669.27
1553554800000,669.22
1553641200000,670.48
1553727600000,669.74
1553814000000,668.14
1553900400000,669.16
1553986800000,669.16
1554069600000,661.18
1554156000000,651.36
1554242400000,647.05
1554328800000,648.37
1554415200000,648.07
1554501600000,648.87
1554588000000,648.87
1554674400000,649.23
1554760800000,647.54
1554847200000,649.61
1554933600000,648.66
1555020000000,644.24
1555106400000,647.5
1555192800000,647.5
1555279200000,646.28
1555365600000,646.4
1555452000000,646.31
1555538400000,645.86
1555624800000,639.71
1555711200000,639.71
1555797600000,639.71
1555884000000,629.63
1555970400000,629.21
1556056800000,630.74
1556143200000,632.27
1556229600000,628.59
1556316000000,629.16
1556402400000,629.16
1556488800000,613.13
1556575200000,579.95
1556661600000,611.91
1556748000000,611.64
1556834400000,611.95
1556920800000,613.99
1557007200000,579.37
1557093600000,605.13
1557180000000,604.61
1557266400000,604.6
1557352800000,604.16
1557439200000,603.11
1557525600000,599.93
1557612000000,599.93
1557698400000,588.7
1557784800000,588.52
1557871200000,588.67
1557957600000,588.44
1558044000000,588.35
1558130400000,587.98
1558216800000,586.97
1558303200000,587.65
1558389600000,584.88
1558476000000,588.48
1558562400000,588.14
1558648800000,588.76
1558735200000,585.84
1558821600000,585.84
1558908000000,584.54
1558994400000,568.83
1559080800000,567.17
1559167200000,567.12
1559253600000,566.96
1559340000000,568.3
1559426400000,568.3
1559512800000,563.72
1559599200000,563.19
1559685600000,562.93
1559772000000,563.18
1559858400000,563.57
1559944800000,562.61
1560031200000,562.61
1560117600000,559.34
1560204000000,559.29
1560290400000,559.15
1560376800000,559.11
1560463200000,559.45
1560549600000,557.39
1560636000000,557.39
1560722400000,558.97
1560808800000,552.68
1560895200000,553.16
1560981600000,551.48
1561068000000,567.89
1561154400000,573.06
1561240800000,573.06
1561327200000,568.09
1561413600000,567.72
1561500000000,566.81
1561586400000,566.41
1561672800000,566.37
1561759200000,566.39
1561845600000,566.39
1561932000000,566.02
1562018400000,568.53
1562104800000,565.66
1562191200000,552.99
